sub	sup	status	for	against
optometrist	systems-analyst	single	isco	
optometrist	vertebrate	single	opencyc	
optometrist	worker	accepted	isco opencyc	
optometrist	writer	single	isco	
orchestrator	adviser	single	isco	
orchestrator	agent	single	wordnet	
orchestrator	analyst.person	single	isco	
orchestrator	architect	single	isco	
orchestrator	artist	accepted	isco wikidata wordnet	
orchestrator	attribute	single	sumo	
orchestrator	copywriter	single	isco	
orchestrator	developer	single	isco	
orchestrator	editor	single	isco	
orchestrator	educator	single	isco	
orchestrator	engineer	single	isco	
orchestrator	epidemiologist	single	isco	
orchestrator	expert	single	isco	
orchestrator	hearer	single	isco	
orchestrator	immunologist	single	isco	
orchestrator	instrumentalist	single	wikidata	
orchestrator	musician	accepted	wikidata wordnet	
orchestrator	organism	single	wordnet	
orchestrator	person	accepted	wikidata wordnet	
orchestrator	physical-object	single	wordnet	
orchestrator	practitioner	single	isco	
orchestrator	professional	single	isco	
orchestrator	property	single	sumo	
orchestrator	reporter	single	isco	
orchestrator	research-worker	single	isco	
orchestrator	scientist	single	isco	
orchestrator	security-consultant	single	isco	
orchestrator	specialist	single	isco	
orchestrator	sports-announcer	single	isco	
orchestrator	systems-analyst	single	isco	
orchestrator	translator	single	isco	
orchestrator	worker	single	isco	
orchestrator	writer	single	isco	
orderliness	companion	single	sumo	
orderly	adjutant	single	isco	
orderly	agent	single	wordnet	
orderly	assistant	single	wordnet	
orderly	ayah	single	isco	
orderly	bodyguard	single	isco	
orderly	companion	single	isco	
orderly	concierge	single	isco	
orderly	gamekeeper	single	isco	
orderly	guard	single	isco	
orderly	host	single	isco	
orderly	hostess	single	isco	
orderly	keeper	single	isco	
orderly	nursing-aide	single	isco	
orderly	organism	single	wordnet	
orderly	person	accepted	wikidata wordnet	
orderly	physical-object	single	wordnet	
orderly	worker	accepted	isco wordnet	
orderly.person	adjutant	single	isco	
orderly.person	agent	single	wordnet	
orderly.person	assistant	single	wordnet	
orderly.person	attribute	single	sumo	
orderly.person	ayah	single	isco	
orderly.person	bodyguard	single	isco	
orderly.person	companion	single	isco	
orderly.person	concierge	single	isco	
orderly.person	gamekeeper	single	isco	
orderly.person	guard	single	isco	
orderly.person	host	single	isco	
orderly.person	hostess	single	isco	
orderly.person	keeper	single	isco	
orderly.person	nursing-aide	single	isco	
orderly.person	organism	single	wordnet	
orderly.person	person	single	wordnet	
orderly.person	physical-object	single	wordnet	
orderly.person	property	single	sumo	
orderly.person	skilled-worker	single	wordnet	
orderly.person	soldier	single	wordnet	
orderly.person	worker	accepted	isco wordnet	
organist	adviser	single	isco	
organist	agent	single	wordnet	
organist	analyst.person	single	isco	
organist	architect	single	isco	
organist	artist	accepted	isco opencyc wikidata	
organist	attribute	single	sumo	
organist	copywriter	single	isco	
organist	developer	single	isco	
organist	editor	single	isco	
organist	educator	single	isco	
organist	engineer	single	isco	
organist	epidemiologist	single	isco	
organist	expert	single	isco	
organist	hearer	single	isco	
organist	human	single	opencyc	
organist	immunologist	single	isco	
organist	instrumentalist	accepted	wikidata wordnet	
organist	mammal	single	opencyc	
organist	musician	accepted	opencyc wikidata	
organist	organism	single	wordnet	
organist	performer	single	wordnet	
organist	person	accepted	wikidata wordnet	
organist	physical-object	single	wordnet	
organist	practitioner	single	isco	
organist	professional	accepted	isco opencyc	
organist	property	single	sumo	
organist	reporter	single	isco	
organist	research-worker	single	isco	
organist	scientist	single	isco	
organist	security-consultant	single	isco	
organist	skilled-worker	single	opencyc	
organist	specialist	single	isco	
organist	sports-announcer	single	isco	
organist	structure	single	opencyc	
organist	system	single	opencyc	
organist	systems-analyst	single	isco	
organist	translator	single	isco	
organist	vertebrate	single	opencyc	
organist	worker	accepted	isco opencyc	
organist	writer	single	isco	
ornithologist	adult	single	opencyc	
ornithologist	adviser	single	isco	
ornithologist	agent	single	wordnet	
ornithologist	analyst.person	single	isco	
ornithologist	architect	single	isco	
ornithologist	artist	single	isco	
ornithologist	attribute	single	sumo	
ornithologist	copywriter	single	isco	
ornithologist	developer	single	isco	
ornithologist	educator	single	isco	
ornithologist	engineer	single	isco	
ornithologist	epidemiologist	single	isco	
ornithologist	expert	single	isco	
ornithologist	hearer	single	isco	
ornithologist	human	single	opencyc	
ornithologist	immunologist	single	isco	
ornithologist	mammal	single	opencyc	
ornithologist	organism	single	wordnet	
ornithologist	person	single	wordnet	
ornithologist	physical-object	single	wordnet	
ornithologist	practitioner	single	isco	
ornithologist	professional	single	isco	
ornithologist	property	single	sumo	
ornithologist	research-worker	accepted	isco wikidata	
ornithologist	scientist	accepted	isco opencyc wikidata wordnet	
ornithologist	security-consultant	single	isco	
ornithologist	specialist	single	isco	
ornithologist	structure	single	opencyc	
ornithologist	surveyor	single	isco	
ornithologist	system	single	opencyc	
ornithologist	systems-analyst	single	isco	
ornithologist	toxicologist	single	isco	
ornithologist	vertebrate	single	opencyc	
ornithologist	worker	accepted	isco opencyc	
ornithologist	writer	single	isco	
ornithologist	zoologist	accepted	opencyc wikidata wordnet	
orthoepist	adviser	single	isco	
orthoepist	agent	single	wordnet	
orthoepist	analyst.person	single	isco	
orthoepist	architect	single	isco	
orthoepist	artist	single	isco	
orthoepist	attribute	single	sumo	
orthoepist	copywriter	single	isco	
orthoepist	developer	single	isco	
orthoepist	doctor	single	isco	
orthoepist	educator	single	isco	
orthoepist	engineer	single	isco	
orthoepist	epidemiologist	single	isco	
orthoepist	expert	single	isco	
orthoepist	hearer	single	isco	
orthoepist	immunologist	single	isco	
orthoepist	linguist	single	wordnet	
orthoepist	organism	single	wordnet	
orthoepist	person	single	wordnet	
orthoepist	phonologist	single	wordnet	
orthoepist	physical-object	single	wordnet	
orthoepist	practitioner	single	isco	
orthoepist	professional	single	isco	
orthoepist	property	single	sumo	
orthoepist	research-worker	single	isco	
orthoepist	scientist	accepted	isco wordnet	
orthoepist	security-consultant	single	isco	
orthoepist	specialist	single	isco	
orthoepist	surgeon	single	isco	
orthoepist	systems-analyst	single	isco	
orthoepist	worker	single	isco	
orthoepist	writer	single	isco	
osteopath	adviser	single	isco	
osteopath	agent	single	wordnet	
osteopath	analyst.person	single	isco	
osteopath	architect	single	isco	
osteopath	artist	single	isco	
osteopath	attribute	single	sumo	
osteopath	copywriter	single	isco	
osteopath	developer	single	isco	
osteopath	doctor	single	isco	
osteopath	educator	single	isco	
osteopath	engineer	single	isco	
osteopath	epidemiologist	single	isco	
osteopath	expert	accepted	isco wordnet	
osteopath	hearer	single	isco	
osteopath	immunologist	single	isco	
osteopath	organism	single	wordnet	
osteopath	person	single	wordnet	
osteopath	physical-object	single	wordnet	
osteopath	practitioner	single	isco	
osteopath	professional	single	isco	
osteopath	property	single	sumo	
osteopath	research-worker	single	isco	
osteopath	scientist	single	isco	
osteopath	security-consultant	single	isco	
osteopath	specialist	single	isco	
osteopath	surgeon	single	isco	
osteopath	systems-analyst	single	isco	
osteopath	therapist	single	wordnet	
osteopath	worker	single	isco	
osteopath	writer	single	isco	
ostiary	adjutant	single	isco	
ostiary	agent	single	wordnet	
ostiary	attribute	single	wordnet	
ostiary	bodyguard	single	isco	
ostiary	companion	single	isco	
ostiary	concierge	single	isco	
ostiary	flatfoot	single	isco	
ostiary	gamekeeper	single	isco	
ostiary	guard	single	isco	
ostiary	host	single	isco	
ostiary	hostess	single	isco	
ostiary	keeper	single	isco	
ostiary	leader	single	wordnet	
ostiary	organism	single	wordnet	
ostiary	person	single	wordnet	
ostiary	physical-object	single	wordnet	
ostiary	state	single	wordnet	
ostiary	status	single	wordnet	
ostiary	worker	single	isco	
packer	agent	single	wordnet	
packer	animal-trainer	single	isco	
packer	attribute	single	sumo	
packer	bearer	single	isco	
packer	employee	single	wordnet	
packer	girl	single	isco	
packer	hired-hand	single	isco	
packer	laborer	single	isco	
packer	male-child	single	isco	
packer	messenger-boy	single	isco	
packer	organism	single	wordnet	
packer	person	single	wordnet	
packer	physical-object	single	wordnet	
packer	picker	single	isco	
packer	porter	single	isco	
packer	property	single	sumo	
packer	remover	single	isco	
packer	stacker	single	isco	
packer	stevedore	single	isco	
packer	sweeper	single	isco	
packer	washer.person	single	isco	
packer	window-washer	single	isco	
packer	worker	accepted	isco wordnet	
paleontologist	adult	single	opencyc	
paleontologist	adviser	single	isco	
paleontologist	agent	single	wordnet	
paleontologist	analyst.person	single	isco	
paleontologist	architect	single	isco	
paleontologist	artist	single	isco	
paleontologist	copywriter	single	isco	
paleontologist	developer	single	isco	
paleontologist	educator	single	isco	
paleontologist	engineer	single	isco	
paleontologist	epidemiologist	single	isco	
paleontologist	expert	single	isco	
paleontologist	geologist	single	wikidata	
paleontologist	hearer	single	isco	
paleontologist	human	single	opencyc	
paleontologist	immunologist	single	isco	
paleontologist	mammal	single	opencyc	
paleontologist	organism	single	wordnet	
paleontologist	person	single	wordnet	
paleontologist	physical-object	single	wordnet	
paleontologist	practitioner	single	isco	
paleontologist	professional	single	isco	
paleontologist	research-worker	accepted	isco wikidata	
paleontologist	scientist	accepted	isco opencyc wikidata wordnet	
paleontologist	security-consultant	single	isco	
paleontologist	specialist	single	isco	
paleontologist	structure	single	opencyc	
paleontologist	surveyor	single	isco	
paleontologist	system	single	opencyc	
paleontologist	systems-analyst	single	isco	
paleontologist	vertebrate	single	opencyc	
paleontologist	worker	accepted	isco opencyc	
paleontologist	writer	single	isco	
palmist	adjutant	single	isco	
palmist	agent	accepted	sumo wordnet	
palmist	animal	single	sumo	
palmist	body	single	sumo	
palmist	bodyguard	single	isco	
palmist	companion	single	isco	
palmist	concierge	single	isco	
palmist	forecaster	single	wordnet	
palmist	fortuneteller	single	wordnet	
palmist	gamekeeper	single	isco	
palmist	guard	single	isco	
palmist	host	single	isco	
palmist	hostess	single	isco	
palmist	human	single	sumo	
palmist	keeper	single	isco	
palmist	mammal	single	sumo	
palmist	organism	accepted	sumo wordnet	
palmist	person	accepted	sumo wordnet	
palmist	phenomenon	single	sumo	
palmist	physical-object	accepted	sumo wordnet	
palmist	populace	single	sumo	
palmist	self	single	sumo	
palmist	species	single	sumo	
palmist	steward.person	single	isco	
palmist	stewardess	single	isco	
palmist	universe	single	sumo	
palmist	vertebrate	single	sumo	
palmist	visionary	single	wordnet	
palmist	worker	single	isco	
paperhanger	agent	accepted	sumo wordnet	
paperhanger	animal	single	sumo	
paperhanger	beater	single	isco	
paperhanger	blaster	single	isco	
paperhanger	body	single	sumo	
paperhanger	bodybuilder	single	isco	
paperhanger	builder	single	isco	
paperhanger	cabinetmaker	single	isco	
paperhanger	caster.person	single	isco	
paperhanger	closer	single	isco	
paperhanger	compositor	single	isco	
paperhanger	craftsman	accepted	isco wikidata	
paperhanger	engraver	single	isco	
paperhanger	fitter	single	isco	
paperhanger	fixer	single	isco	
paperhanger	glassworker	single	isco	
paperhanger	grader	single	isco	
paperhanger	human	single	sumo	
paperhanger	ironworker	single	isco	
paperhanger	machinist	single	isco	
paperhanger	maker	single	isco	
paperhanger	mammal	single	sumo	
paperhanger	mason	single	isco	
paperhanger	mender	single	isco	
paperhanger	organism	accepted	sumo wordnet	
paperhanger	painter	single	isco	
paperhanger	patternmaker	single	isco	
paperhanger	person	accepted	sumo wikidata wordnet	
paperhanger	phenomenon	single	sumo	
paperhanger	physical-object	accepted	sumo wordnet	
paperhanger	populace	single	sumo	
paperhanger	refinisher	single	isco	
paperhanger	rigger	single	isco	
paperhanger	self	single	sumo	
paperhanger	sewer	single	isco	
paperhanger	shipwright	single	isco	
paperhanger	smith	single	isco	
paperhanger	species	single	sumo	
paperhanger	spinster	single	isco	
paperhanger	splitter	single	isco	
paperhanger	sprayer	single	isco	
paperhanger	stonecutter	single	isco	
paperhanger	tuner	single	isco	
paperhanger	turner	single	isco	
paperhanger	universe	single	sumo	
paperhanger	varnisher	single	isco	
paperhanger	vertebrate	single	sumo	
paperhanger	welder	single	isco	
