name	wordnet	sumo	sumo_rel	schemaorg	yago	wikidata	opencyc	bfo	dolce	dul	gloss	origin
peasant	10410996	Human	+			Q838811	Mx8NhB4rcacO5KgcQdidVfCUDYB6bg-HcGVhc2FudB4rvVii2ZwpEbGdrcN5Y29ycA-kNTVkM2VlYjQtMTdhYS00MWQ5LTlmNjgtYjkzYzE5ZTA2OTBl				one of a (chiefly European) class of agricultural laborers	core
pedestrian	10412055	Walking	+			Q221488	Mx4rW-FxPm-AEduAAAACs2IKfQ				a person who travels by foot	core
peel	07738353	FruitOrVegetable	+			Q171187					the rind of a fruit or vegetable	core
peer	09626238	SocialRole	+			Q268385	Mx4r8RZS6ry5EdmAAAACs6hRjg				a person who is of equal standing with another in a group	core
pen	03906997	WritingDevice	+			Q165447					a writing implement with a point from which ink flows	core
pencil	03908204	Pencil	=			Q14674	Mx4rvVjLfJwpEbGdrcN5Y29ycA				a thin cylindrical pointed writing implement; a rod of marking substance encased in wood	core
pension	13384164	CurrencyMeasure	+								a regular payment to a person that is intended to allow them to subsist without working	core
pensioner	10414612	Human	+				Mx4rXRRtHr-sEdaAAAACs6Mw3A				the beneficiary of a pension fund	core
people	07942152	GroupOfPeople	=		People	Q171283					"(plural) any group of human beings (men or women or children) collectively; ""old people""; "	core
pepper	13149506	FloweringPlant	+			Q43084					climber having dark red berries (peppercorns) when fully ripe; southern India and Sri Lank	core
perceiver	09626589	Human	+								a person who becomes aware (of things or events) through the senses	core
percentage	13817526	PositiveRealNumber	=								a proportion in relation to a whole (which is usually the amount per hundred)	core
perception	05708432	Perception	=			Q160402					the process of perceiving	core
perceptiveness	07513247	PsychologicalAttribute	+			Q399754					a feeling of understanding	core
performance	06891493	Performance	+		Performance						"a dramatic or musical entertainment; ""they listened to ten different performances""; ""the p"	core
performer	10415638	Performer	=			Q3153559					an entertainer who performs a dramatic or musical work for an audience	core
performing	00550771	Performance	=								"the act of presenting a play or a piece of music or other entertainment; ""we congratulated"	core
perfume	03916031	Solution	+		Perfume	Q131746	Mx4rvVjKfJwpEbGdrcN5Y29ycA				a toiletry that emits and diffuses a fragrant odor	core
period	06843520	Character	+								a punctuation mark (.) placed at the end of a declarative sentence to indicate a full stop	core
period.time	15289779	TimeInterval	+								the interval taken to complete one cycle of a regularly repeating phenomenon	core
permission	06689297	Permission	+				Mx4rvViv2pwpEbGdrcN5Y29ycA				"approval to do something; ""he asked permission to leave"""	core
person	00007846	Human	=	schema:Person	Person	Q215627					"a human being; ""there was too much for one person to do"""	core
personal-identification-number	06887441	ComputerPassword	+				Mx4rp3B5vkyIQdmQPJezd-SpMw				a number you choose and use to gain access to various accounts	core
personal-knowledge	05817145	True	+								personal knowledge or information about someone or something	core
personality	04617562	TraitAttribute	+								the complex of all the attributes--behavioral, temperamental, emotional and mental--that c	core
perspective	06208751	Proposition	+				Mx4r7Pjy1hxzQdiSQ8-IJp0TBg				"a way of regarding situations or topics etc.; ""consider what follows from the positivist v"	core
perspiration	05405751	Sweat	+			Q3503092					"salty fluid secreted by sweat glands; ""sweat poured off his brow"""	core
pest	10419630	Human	+			Q219174					a persistently annoying person	core
pet	01318894	DomesticAnimal	+			Q39201					a domesticated animal kept for companionship or amusement	core
phase	15290337	TimeInterval	+				Mx4r5CqwVitOQdiDpueA9CTvzw				"any distinct time period in a sequence of events; ""we are in a transitional stage in which"	core
phenomenon	00034213	Physical	=		Phenomenon						any state or process known through the senses rather than by intuition or reasoning	core
philosopher	10423589	Philosophy	=			Q4964182	Mx4rvVjuapwpEbGdrcN5Y29ycA				a specialist in philosophy	core
philosophy	06158346	Philosophy	@		Philosophy	Q5891	Mx4rvVjXOZwpEbGdrcN5Y29ycA				the rational investigation of questions about existence and knowledge and ethics	core
phone	04401088	Telephone	=			Q11035	Mx4rvVjTBZwpEbGdrcN5Y29ycA				electronic equipment that converts sound into electrical signals that can be transmitted o	core
phone-call	06272803	TelephoneCommunication	=			Q2296401					"a telephone connection; ""she reported several anonymous calls""; ""he placed a phone call to"	core
phone-number	06426111	ContentBearingObject	+			Q214995					"the number is used in calling a particular telephone; ""he has an unlisted number"""	core
photograph	03925226	Photograph	=	schema:Photograph	Photograph	Q125191					a representation of a person or scene in the form of a print or transparent slide; recorde	core
photographer	10426749	Photographer	=			Q33231	Mx4rvViqTJwpEbGdrcN5Y29ycA				someone who takes photographs professionally	core
photographic-film	03338821	PhotographicFilm	=		Photographic_film	Q6293	Mx4rvVkB4ZwpEbGdrcN5Y29ycA				photographic material consisting of a base of celluloid covered with a photographic emulsi	core
photography	00903559	ContentDevelopment	+		Photography	Q11633					the act of taking and printing photographs	core
physical-object	00002684	CorpuscularObject	=		Physical_object	Q223557		BFO_0000030	physical-object	PhysicalObject	"a tangible and visible entity; an entity that can cast a shadow; ""it was full of rackets, "	core
physics	06090869	Physics	=		Physics	Q413					"the science of matter and energy and their interactions; ""his favorite subject was physics"	core
piano	03928116	Piano	=		Piano	Q5994	Mx4rvViiWZwpEbGdrcN5Y29ycA				a keyboard instrument that is played by depressing keys that cause hammers to strike tuned	core
pie	07625493	PreparedFood	+			Q13360264					dish baked in pastry-lined pan often with a pastry top	core
piece	03932203	Entity	+				Mx4rdvPVjrtKEdmAAAACs6hRjg				"a separate part of a whole; ""an important piece of the evidence"""	core
piece-of-paper	06255777	Paper	+								paper used for writing or printing	core
pier	03933933	StationaryArtifact	+		Pier	Q335297	Mx4rlIY0dq1gEdqAAAACs6hO_g				a support for two adjacent bridge spans	core
pig	10179649	Human	+			Q787	Mx4rvViuYZwpEbGdrcN5Y29ycA				a person regarded as greedy and pig-like	core
pigeon	01811909	Pigeon	=			Q209239	Mx4rvVjFrZwpEbGdrcN5Y29ycA				wild and domesticated birds having a heavy body and short legs	core
pile	07961480	Collection	+								a collection of objects laid on top of each other	core
pill	03936895	Hormone	+			Q817281	Mx4rwP1I25wpEbGdrcN5Y29ycA				a contraceptive in the form of a pill containing estrogen and progestin to inhibit ovulati	core
pillow	03938244	Pillow	+			Q99895	Mx4rvVib95wpEbGdrcN5Y29ycA				a cushion to support the head of a sleeping person	core
pilot	10433164	Pilot	=			Q2095549					someone who is licensed to operate an aircraft in flight	core
pioneer	10434725	SocialRole	+			Q3492227					someone who helps to open up a new line of research or technology or art	core
pipe	13901321	ShapeAttribute	+			Q104526					a hollow cylindrical shape	core
pipe-organ	03854065	WindInstrument	+		Pipe_organ	Q281460					wind instrument whose sound is produced by means of pipes arranged in sets supplied with a	core
pit	03949663	Device	+				Mx4rvaKcg5wpEbGdrcN5Y29ycA				a trap in the form of a concealed hole	core
pitch	04985198	SoundAttribute	+			Q118819					the property of sound that varies with variation in the frequency of vibration	core
pity	07305098	SubjectiveAssessmentAttribute	+				Mx4rwPunxJwpEbGdrcN5Y29ycA				"an unfortunate development; ""it's a pity he couldn't do it"""	core
place	00027167	Region	=	schema:Place	Place					Place	a point or extent in space	core
placement	05075602	Designing	+								"the spatial property of the way in which something is placed; ""the arrangement of the furn"	core
plaintiff	10437852	LegalAgent	+			Q468489					a person who brings an action in a court of law	core
plan	05898568	Plan	=		Plan		Mx4r9DYNZvBfQdiISKek7wWggA			Plan	"a series of steps to be carried out or goals to be accomplished; ""they drew up a six-step "	core
plane-ticket	06519253	Ticket	+								a ticket good for a trip on an airplane	core
planet	09394007	Planet	=			Q634	Mx4rvVjRL5wpEbGdrcN5Y29ycA				(astronomy) any of the nine large celestial bodies in the solar system that revolve around	core
plank	15101854	BoardOrBlock	+			Q1355652					a stout length of sawn timber; made in a wide variety of sizes and used for many purposes	core
plant	00017222	Plant	=		Plant	Q756					(botany) a living organism lacking the power of locomotion	core
plant-root	13125117	PlantRoot	=			Q41500					(botany) the usually underground organ that lacks buds or leaves or nodes; absorbs water a	core
plaster	03957420	Mixture	+			Q216054	Mx4rvViim5wpEbGdrcN5Y29ycA				adhesive tape used in dressing wounds	core
plastic	14592610	Plastic	=		Plastic	Q11474	Mx4rvVj0lpwpEbGdrcN5Y29ycA				generic name for certain synthetic or semisynthetic materials that can be molded or extrud	core
plate	03959485	Tableware	+			Q57216					dish on which food is served or from which food is eaten	core
play	00431893	RecreationOrExercise	+	schema:Play	Play	Q25379					"activity by children that is guided more by imagination than by fixed rules; ""Freud believ"	core
player	10439851	Human	+			Q4197743	Mx4rv_FIS5wpEbGdrcN5Y29ycA				a person who participates in or is skilled at some game	core
playground-swing	04371774	RecreationOrExerciseDevice	+			Q188688					mechanical device used as a plaything to support someone swinging back and forth	core
playing-field	08570758	LandArea	+				Mx4rvVi3PZwpEbGdrcN5Y29ycA				"a piece of land prepared for playing a game; ""the home crowd cheered when Princeton took t"	core
playpen	03964495	Container	+			Q605068	Mx4rvlw-PJwpEbGdrcN5Y29ycA				a portable enclosure in which babies may be left to play	core
plaything	03964744	Toy	=								an artifact designed to be played with	core
pleasure	07490713	Pleasure	=			Q208195	Mx4rvVkL9ZwpEbGdrcN5Y29ycA				"a fundamental feeling that is hard to define but that people desire to experience; ""he was"	core
plot	08674739	CultivatedLandArea	+				Mx4rp1tVUoE6QdmCBsVf0_RgPA				"a small area of ground covered by specific vegetation; ""a bean plot""; ""a cabbage patch""; """	core
plot.communication	06373314	Proposition	+			Q217086					"the story that is told in a novel or play or movie etc.; ""the characters were well drawn b"	core
pneumonia	14147627	Pneumonia	+			Q12192	Mx4rLVgMvq2TEduAAAAOpmP6tw				respiratory disease characterized by inflammation of the lung parenchyma (excluding the br	core
pocket	03972524	Pocket	=			Q321767	Mx4rvVkKmZwpEbGdrcN5Y29ycA				a small pouch inside a garment for carrying small articles	core
podcast					Podcast							core
poem	06377442	FictionalText	+				Mx4rvvm9OJwpEbGdrcN5Y29ycA				a composition written in metrical feet forming rhythmical lines	core
poetry	07092592	FictionalText	+		Poetry	Q482	Mx8Ngh4rwP1535wpEbGdrcN5Y29ycB4rvvm9OJwpEbGdrcN5Y29ycA				literature in metrical form	core
point	13902482	ShapeAttribute	+				Mx4rIHDeCrgqEdmAAAACs0x8nw				"a V shape; ""the cannibal's teeth were filed to sharp points"""	core
point-of-view	06210363	SubjectiveAssessmentAttribute	=			Q12558574					"a mental position from which things are viewed; ""we should consider this problem from the "	core
pointer	06818121	ArrowIcon	+			Q1139519					a mark to indicate a direction or relation	core
poison	15032376	Poison	=			Q40867					any substance that causes injury or illness or death of a living organism	core
pole	03976657	Artifact	+								a long (usually round) rod of wood or metal or plastic	core
police	08209687	PoliceOrganization	+		Police	Q35535					"the force of policemen and officers; ""the law came looking for him"""	core
policeman	10448983	PoliceOfficer	=			Q384593					"a member of a police force; ""it was an accident, officer"""	core
policy	06523641	InsurancePolicy	=		Policy						"written contract or certificate of insurance; ""you should have read the small print on you"	core
polish	14459824	SubjectiveAssessmentAttribute	+			Q1363442	Mx8Ngh4rvy05U5wpEbGdrcN5Y29ycB4rvVjKypwpEbGdrcN5Y29ycA				"a highly developed state of perfection; having a flawless or impeccable quality; ""they per"	core
political-campaign	07472929	Contest	+		Political_campaign		Mx4rwQB5gpwpEbGdrcN5Y29ycA				"a race between candidates for elective office; ""I managed his campaign for governor""; ""he "	core
political-orientation	06212839	Proposition	+			Q7257					an orientation that characterizes the thinking of a group or nation	core
political-party	08256968	PoliticalParty	=	schema:PoliticalParty	Political_party	Q7278	Mx4rvVj82pwpEbGdrcN5Y29ycA				"an organization to gain political power; ""in 1992 Perot tried to organize a third party at"	core
politician	10450303	PoliticalFigure	+			Q82955	Mx4rvVjntpwpEbGdrcN5Y29ycA				a person active in party politics	core
politics	13840719	SocialInteraction	+		Politics	Q7163	Mx4rvx3ucJwpEbGdrcN5Y29ycA				"social relations involving intrigue to gain authority or power; ""office politics is often "	core
poll	00653811	Counting	+								the counting of votes (as in an election)	core
